val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.02965591289103031,199.8433837890625,0.06962757424407141,423.12216501053786
0.025772489607334137,146.30450439453125,0.03312788088237085,169.6440208024949
0.024286584928631783,151.71182250976562,0.030545544619032777,143.2500852892421
0.02313605323433876,113.55705261230469,0.02805254590519266,139.9958040228106
0.019929472357034683,137.8590087890625,0.025884466046349093,129.5023429460496
0.016564438119530678,103.04769897460938,0.023074145848779665,123.87079893880714
0.013395424000918865,92.10445404052734,0.019216210007922403,116.52108339286815
0.009568731300532818,81.52232360839844,0.016145031084565123,108.55219965646236
0.006662660278379917,90.47746276855469,0.0124267822831558,98.81901082903583
0.005837826058268547,70.68695068359375,0.009861146148272696,91.37826399801044
0.006827531848102808,103.47532653808594,0.007672681343488921,75.82462304181811
0.0055356561206281185,31.734466552734375,0.007381918517395238,73.5809654801859
0.008049659430980682,41.495025634765625,0.006939795486974894,67.7880027970967
0.005185376387089491,39.74346923828125,0.006917739523883358,55.35020983648109
0.00455511687323451,45.80876541137695,0.006744132248328123,57.78411078739039
0.00591012928634882,30.15578269958496,0.005492423810619201,54.009328227846
0.005142569076269865,33.824737548828125,0.007289190511233684,52.38849978148275
0.0042727855034172535,43.34438705444336,0.00518975072771622,46.523260263165916
0.0038144742138683796,43.102535247802734,0.006888946848464298,48.670876053480086
0.004833966959267855,23.892601013183594,0.005104872339741487,46.71595902783984
0.007631323300302029,37.72248840332031,0.006207896679100303,50.25205387639131
0.004766599740833044,21.263538360595703,0.0056101447614658705,48.19103841557073
0.005159429274499416,24.9248046875,0.005766604216508683,45.592603014925224
0.003694349667057395,39.20322799682617,0.004907024626900214,44.22323296579558
0.004878280684351921,52.08839797973633,0.006135274918012649,43.574511703836926
0.003884445410221815,22.924407958984375,0.005051578292461805,46.79166686042369
0.004156673792749643,32.706581115722656,0.004992928364206981,41.213222803618315
0.003998752683401108,25.634185791015625,0.005355927171595213,43.73966870165994
0.004524633288383484,61.34413528442383,0.005331931084018781,39.95025814739348
0.004262988921254873,55.05654525756836,0.005149496142077663,43.280311478555916
0.004626196343451738,23.243452072143555,0.004493526514058561,40.912178019214764
0.004958230070769787,22.475849151611328,0.005380568645856463,42.2051625719922
0.0051587834022939205,28.768980026245117,0.0045439045771175305,36.93576368232771
0.003898696741089225,20.728609085083008,0.004760613459564153,37.6082590459877
0.003623431781306863,32.55310821533203,0.005366971980249125,41.69424067005376
0.005244786851108074,31.174497604370117,0.003931599260903217,37.416162451020035
0.003597965929657221,21.000341415405273,0.004956474301402355,41.046898359301245
0.004706728737801313,29.998910903930664,0.004808879211447349,37.05473702327774
0.003287248546257615,31.986827850341797,0.004259915674570327,39.51590640467572
0.004330507479608059,41.31903076171875,0.00444291199767248,37.4581856170478
0.0037918449379503727,46.48979949951172,0.004436211614372637,37.5554686969569
0.00489677581936121,33.528175354003906,0.004087190420967984,36.19987266808285
0.003792086848989129,25.4626522064209,0.004322542964101421,36.62268702754017
0.0039938343688845634,24.90003204345703,0.00449434900118484,41.73014712238354
0.0036583812907338142,38.728939056396484,0.004221895403261385,36.13606241701551
0.0035660499706864357,20.755002975463867,0.004428423529673701,40.45506094276296
0.00590672018006444,32.09453201293945,0.0039825570585081205,34.117781760691535
0.003752822522073984,19.02895164489746,0.003972933650420592,35.3522279486027
0.003625280223786831,48.53215026855469,0.004446899238063634,34.73929769142317
0.003977308049798012,26.173583984375,0.003872139497090384,36.52823852444161
0.0034339562989771366,19.968984603881836,0.004317095422739124,37.124625275051365
0.004327948205173016,26.143177032470703,0.003745442035602615,33.08522542939087
0.0034180355723947287,43.84461212158203,0.004325788258254256,34.53182053957871
0.003459812607616186,29.174314498901367,0.0036630605381381,35.82851317891647
0.003278112970292568,29.599300384521484,0.004540464093619879,41.25265219920161
0.0030728012789040804,28.756221771240234,0.0035681950068246096,30.954964553446622
0.0034526269882917404,19.401838302612305,0.004215744532965809,36.811015315079146
0.003242188598960638,32.80949401855469,0.0037288839432527985,31.920737780448544
0.003397346241399646,20.843528747558594,0.0040105457203764745,37.03465811934062
0.0034564032685011625,46.0208625793457,0.0038683300932827115,31.468978586963736
0.003306038212031126,19.75101089477539,0.0036130602343685623,35.15472735113062
0.0038602473214268684,45.25505447387695,0.004172987267701845,35.60858466624155
0.0032584345899522305,20.984939575195312,0.0034636951590338344,35.04041527282498
0.0036596369463950396,26.489023208618164,0.004123277338705742,35.193236835264514
0.004566203337162733,39.70219421386719,0.003508018235614344,32.00182168147978
0.003250235691666603,27.153188705444336,0.003963026092960762,35.21353775424355
0.003898007096722722,31.221729278564453,0.0037280257649782603,31.288808611645692
0.0032128221355378628,20.475841522216797,0.0037528034106189875,36.03709977979079
0.003544304519891739,36.271419525146484,0.003737945595436768,31.45734191650499
0.0033461207058280706,24.91779899597168,0.0037181100717889287,32.467916065827836
0.0030729772988706827,21.790136337280273,0.003714693797506501,31.90618410284177
0.0032011461444199085,23.986038208007812,0.0036189173956855517,30.833692029548825
0.003063301555812359,31.828113555908203,0.0037324515067707863,34.44554185125892
0.0032556764781475067,36.327171325683594,0.0033297093809792886,30.982114295332444
0.0031606287229806185,24.75624656677246,0.003665273593302596,31.339306169168413
0.0037568076513707638,40.79832077026367,0.003657979215278076,33.97844945161091
0.0031036001164466143,32.6839485168457,0.003553435311502533,30.668092115038714
0.0036659976467490196,50.72203826904297,0.0037066968501703124,30.17839697825543
0.0032849032431840897,19.770172119140625,0.003487331867391787,34.34931213026415
0.0030254037119448185,23.89079475402832,0.0036100577253778804,30.863033252311038
0.0033046433236449957,31.215028762817383,0.0036265912605594366,29.30497643154285
0.003291037166491151,18.966434478759766,0.0033373871812185664,30.972341633224318
0.003345824545249343,22.67257308959961,0.003759796692075821,29.93637652589924
0.003249639645218849,22.0520076751709,0.003511002097776973,29.16525714760725
0.004517714958637953,24.923608779907227,0.0034403367351156402,30.42418985354111
0.0034268612507730722,19.194517135620117,0.003592249000550925,29.82641177726078
0.0031172488816082478,18.32979965209961,0.0035245789723658645,29.917804996790434
0.003058351343497634,24.1259708404541,0.00358290591393856,28.13870591494519
0.003202327061444521,34.18440628051758,0.003454887137720581,27.90227658692491
0.0034758367110043764,31.786977767944336,0.0035053120360443693,30.177669473459115
0.00319058820605278,40.253929138183594,0.003471925306894789,28.253067225893037
0.003023505676537752,35.569297790527344,0.0035104385172920935,29.527463568098966
0.003913277294486761,20.4248046875,0.003310253075251595,29.307364820957396
0.0030010517220944166,21.223726272583008,0.0035926835919283116,27.91467143905687
0.0031831269152462482,28.538171768188477,0.0034152545557849306,28.578493376722975
0.003949242644011974,48.39051055908203,0.0034103111840986453,27.91067017665814
0.0032298678997904062,30.5587215423584,0.003533873974950922,32.94314828209218
0.002984649036079645,37.12718200683594,0.0032701280947753136,28.121127131566745
0.003579705487936735,19.088930130004883,0.0035545021028273215,30.675067381348306
0.002880255226045847,21.500810623168945,0.003347433711472867,27.235145026553955
0.003367340425029397,18.7174015045166,0.0036332846079468527,28.633010693096363
0.0029700237791985273,19.81897735595703,0.003240367562850579,26.177940891457368
0.0033284558448940516,37.83282470703125,0.003280588659147146,29.243516855905025
0.00356132909655571,27.946962356567383,0.003537529092306881,28.141290290151264
0.003289102576673031,18.28558349609375,0.0033693213085302614,26.974379587364112
0.0031508735846728086,21.141382217407227,0.003333388683346842,27.55424050594213
0.0029379697516560555,28.070690155029297,0.0034042306607220897,27.264882438927426
0.0029753255657851696,32.4770393371582,0.0033290800635393846,29.28324014840789
0.003063698299229145,21.760332107543945,0.0035785289871436473,28.60215139198388
0.0032169492915272713,43.132144927978516,0.003261921652301034,27.156741811243073
