3001,6,2/10/2006,15,25,20,39,22,12,7,15,5,27,17,8,8,14,4,23,4,4,32,12,6,11,18,28,20,42,66,49,52,89,68,95,106,110,93,88,98,84,102,110,66,93,69,45,94,83,71,85,94,92,84,112,79,81,72,121,88,81,80,94,99,125,121,149,118,117,152,126,149,160,150,146,151,154,141,106,135,100,108,65,74,64,88,59,53,81,96,60,67,72,56,81,71,28,44,33
3001,6,3/10/2006,23,14,33,23,8,15,13,5,7,7,31,7,7,7,15,6,9,3,5,16,13,13,28,22,20,36,30,59,52,60,84,73,106,89,95,90,103,85,117,73,66,107,69,70,89,102,71,85,69,72,94,116,103,115,72,91,83,81,80,94,99,105,133,103,139,126,138,139,149,160,150,146,151,151,141,119,104,80,88,66,61,64,81,59,48,58,70,41,49,89,71,85,69,35,38,49
